journal,impact,Access,note,article,downloads
elife,7.616,Immediately open access,NA,7887,3821
elife,7.616,Immediately open access,NA,31065,3780
elife,7.616,Immediately open access,NA,16389,3669
elife,7.616,Immediately open access,NA,7032,3537
elife,7.616,Immediately open access,NA,16494,3509
elife,7.616,Immediately open access,NA,8633,3503
elife,7.616,Immediately open access,NA,28350,3460
elife,7.616,Immediately open access,NA,28877,3402
elife,7.616,Immediately open access,NA,8464,3361
elife,7.616,Immediately open access,NA,16524,3340
elife,7.616,Immediately open access,NA,14947,3052
elife,7.616,Immediately open access,NA,14413,2916
elife,7.616,Immediately open access,NA,16235,2806
elife,7.616,Immediately open access,NA,15147,2668
elife,7.616,Immediately open access,NA,27503,2633
elife,7.616,Immediately open access,NA,11308,2567
elife,7.616,Immediately open access,NA,4142,2449
elife,7.616,Immediately open access,NA,30351,2369
elife,7.616,Immediately open access,NA,32792,2366
elife,7.616,Immediately open access,NA,8529,2361
elife,7.616,Immediately open access,NA,16644,2312
elife,7.616,Immediately open access,NA,30956,2263
elife,7.616,Immediately open access,NA,15811,2246
elife,7.616,Immediately open access,NA,13510,2236
elife,7.616,Immediately open access,NA,21212,2185
elife,7.616,Immediately open access,NA,15579,2169
elife,7.616,Immediately open access,NA,18973,2068
elife,7.616,Immediately open access,NA,5676,2027
elife,7.616,Immediately open access,NA,30427,1990
elife,7.616,Immediately open access,NA,27462,1974
elife,7.616,Immediately open access,NA,27187,1971
elife,7.616,Immediately open access,NA,7794,1941
elife,7.616,Immediately open access,NA,28511,1936
elife,7.616,Immediately open access,NA,16416,1927
elife,7.616,Immediately open access,NA,29055,1886
elife,7.616,Immediately open access,NA,7951,1882
elife,7.616,Immediately open access,NA,8214,1828
elife,7.616,Immediately open access,NA,16292,1828
elife,7.616,Immediately open access,NA,7404,1796
elife,7.616,Immediately open access,NA,22957,1754
elife,7.616,Immediately open access,NA,21574,1730
elife,7.616,Immediately open access,NA,30534,1721
elife,7.616,Immediately open access,NA,14186,1676
elife,7.616,Immediately open access,NA,30983,1663
elife,7.616,Immediately open access,NA,25573,1653
elife,7.616,Immediately open access,NA,17699,1616
elife,7.616,Immediately open access,NA,11514,1615
elife,7.616,Immediately open access,NA,23943,1574
elife,7.616,Immediately open access,NA,12635,1558
elife,7.616,Immediately open access,NA,16321,1541
elife,7.616,Immediately open access,NA,15717,1527
elife,7.616,Immediately open access,NA,8033,1512
elife,7.616,Immediately open access,NA,8143,1505
elife,7.616,Immediately open access,NA,20881,1471
elife,7.616,Immediately open access,NA,13985,1470
elife,7.616,Immediately open access,NA,14307,1414
elife,7.616,Immediately open access,NA,23967,1410
elife,7.616,Immediately open access,NA,23856,1400
elife,7.616,Immediately open access,NA,6264,1384
elife,7.616,Immediately open access,NA,24799,1357
elife,7.616,Immediately open access,NA,14089,1357
elife,7.616,Immediately open access,NA,22729,1340
elife,7.616,Immediately open access,NA,31122,1338
elife,7.616,Immediately open access,NA,9611,1336
elife,7.616,Immediately open access,NA,3976,1325
elife,7.616,Immediately open access,NA,16189,1313
elife,7.616,Immediately open access,NA,6379,1278
elife,7.616,Immediately open access,NA,27061,1273
elife,7.616,Immediately open access,NA,23889,1261
elife,7.616,Immediately open access,NA,23972,1260
elife,7.616,Immediately open access,NA,10318,1259
elife,7.616,Immediately open access,NA,17076,1256
elife,7.616,Immediately open access,NA,23728,1252
elife,7.616,Immediately open access,NA,22945,1248
elife,7.616,Immediately open access,NA,13957,1225
elife,7.616,Immediately open access,NA,24767,1219
elife,7.616,Immediately open access,NA,15998,1217
elife,7.616,Immediately open access,NA,29058,1207
elife,7.616,Immediately open access,NA,5034,1203
elife,7.616,Immediately open access,NA,16275,1203
elife,7.616,Immediately open access,NA,28290,1192
elife,7.616,Immediately open access,NA,15112,1177
elife,7.616,Immediately open access,NA,16507,1174
elife,7.616,Immediately open access,NA,11559,1174
elife,7.616,Immediately open access,NA,24111,1169
elife,7.616,Immediately open access,NA,30885,1156
elife,7.616,Immediately open access,NA,24991,1156
elife,7.616,Immediately open access,NA,16412,1154
elife,7.616,Immediately open access,NA,31135,1135
elife,7.616,Immediately open access,NA,7449,1128
elife,7.616,Immediately open access,NA,31937,1124
elife,7.616,Immediately open access,NA,31936,1121
elife,7.616,Immediately open access,NA,25054,1109
elife,7.616,Immediately open access,NA,13400,1101
elife,7.616,Immediately open access,NA,9570,1092
elife,7.616,Immediately open access,NA,27707,1092
elife,7.616,Immediately open access,NA,12423,1088
elife,7.616,Immediately open access,NA,7836,1086
elife,7.616,Immediately open access,NA,15251,1085
elife,7.616,Immediately open access,NA,23157,1069
elife,7.616,Immediately open access,NA,25548,1060
elife,7.616,Immediately open access,NA,16700,1056
elife,7.616,Immediately open access,NA,1477,1050
elife,7.616,Immediately open access,NA,18142,1042
elife,7.616,Immediately open access,NA,14382,1012
elife,7.616,Immediately open access,NA,22991,1008
elife,7.616,Immediately open access,NA,15801,1004
elife,7.616,Immediately open access,NA,10920,1001
elife,7.616,Immediately open access,NA,29738,1000
elife,7.616,Immediately open access,NA,15756,998
elife,7.616,Immediately open access,NA,29046,990
elife,7.616,Immediately open access,NA,16413,956
elife,7.616,Immediately open access,NA,23080,955
elife,7.616,Immediately open access,NA,11501,953
elife,7.616,Immediately open access,NA,18146,943
elife,7.616,Immediately open access,NA,22974,939
elife,7.616,Immediately open access,NA,30617,936
elife,7.616,Immediately open access,NA,22829,933
elife,7.616,Immediately open access,NA,30413,932
elife,7.616,Immediately open access,NA,23664,923
elife,7.616,Immediately open access,NA,14373,923
elife,7.616,Immediately open access,NA,10672,921
elife,7.616,Immediately open access,NA,11525,911
elife,7.616,Immediately open access,NA,16640,909
elife,7.616,Immediately open access,NA,22910,903
elife,7.616,Immediately open access,NA,30976,900
elife,7.616,Immediately open access,NA,31103,895
elife,7.616,Immediately open access,NA,27426,894
elife,7.616,Immediately open access,NA,23937,892
elife,7.616,Immediately open access,NA,5876,891
elife,7.616,Immediately open access,NA,8877,874
elife,7.616,Immediately open access,NA,8793,870
elife,7.616,Immediately open access,NA,13940,868
elife,7.616,Immediately open access,NA,21667,868
elife,7.616,Immediately open access,NA,26296,865
elife,7.616,Immediately open access,NA,14369,841
elife,7.616,Immediately open access,NA,11029,839
elife,7.616,Immediately open access,NA,23914,839
elife,7.616,Immediately open access,NA,14308,838
elife,7.616,Immediately open access,NA,13214,834
elife,7.616,Immediately open access,NA,19678,833
elife,7.616,Immediately open access,NA,38717,822
elife,7.616,Immediately open access,NA,16580,817
elife,7.616,Immediately open access,NA,28177,815
elife,7.616,Immediately open access,NA,6758,809
elife,7.616,Immediately open access,NA,22933,809
elife,7.616,Immediately open access,NA,4622,808
elife,7.616,Immediately open access,NA,13950,798
elife,7.616,Immediately open access,NA,21769,796
elife,7.616,Immediately open access,NA,14990,788
elife,7.616,Immediately open access,NA,27439,788
elife,7.616,Immediately open access,NA,30128,786
elife,7.616,Immediately open access,NA,11428,782
elife,7.616,Immediately open access,NA,4953,781
elife,7.616,Immediately open access,NA,30648,778
elife,7.616,Immediately open access,NA,15170,767
elife,7.616,Immediately open access,NA,30091,764
elife,7.616,Immediately open access,NA,5952,763
elife,7.616,Immediately open access,NA,7086,763
elife,7.616,Immediately open access,NA,22412,762
elife,7.616,Immediately open access,NA,16111,754
elife,7.616,Immediately open access,NA,29056,753
elife,7.616,Immediately open access,NA,9846,751
elife,7.616,Immediately open access,NA,7335,750
elife,7.616,Immediately open access,NA,22410,748
elife,7.616,Immediately open access,NA,24124,743
elife,7.616,Immediately open access,NA,16467,742
elife,7.616,Immediately open access,NA,30041,741
elife,7.616,Immediately open access,NA,9581,741
elife,7.616,Immediately open access,NA,22522,740
elife,7.616,Immediately open access,NA,27011,735
elife,7.616,Immediately open access,NA,12868,735
elife,7.616,Immediately open access,NA,11411,734
elife,7.616,Immediately open access,NA,7714,734
elife,7.616,Immediately open access,NA,16202,734
elife,7.616,Immediately open access,NA,7503,732
elife,7.616,Immediately open access,NA,22891,728
elife,7.616,Immediately open access,NA,23005,728
elife,7.616,Immediately open access,NA,2725,727
elife,7.616,Immediately open access,NA,25862,717
elife,7.616,Immediately open access,NA,7327,716
elife,7.616,Immediately open access,NA,24595,712
elife,7.616,Immediately open access,NA,13968,710
elife,7.616,Immediately open access,NA,15263,710
elife,7.616,Immediately open access,NA,26480,709
elife,7.616,Immediately open access,NA,21559,700
elife,7.616,Immediately open access,NA,24034,699
elife,7.616,Immediately open access,NA,14012,699
elife,7.616,Immediately open access,NA,16286,698
elife,7.616,Immediately open access,NA,23836,697
elife,7.616,Immediately open access,NA,22211,696
elife,7.616,Immediately open access,NA,23225,696
elife,7.616,Immediately open access,NA,15643,694
elife,7.616,Immediately open access,NA,29625,693
elife,7.616,Immediately open access,NA,7920,692
elife,7.616,Immediately open access,NA,13916,690
elife,7.616,Immediately open access,NA,6542,685
elife,7.616,Immediately open access,NA,24965,683
elife,7.616,Immediately open access,NA,16059,682
elife,7.616,Immediately open access,NA,16115,679
elife,7.616,Immediately open access,NA,25927,673
elife,7.616,Immediately open access,NA,15553,669
elife,7.616,Immediately open access,NA,19208,669
elife,7.616,Immediately open access,NA,26602,668
elife,7.616,Immediately open access,NA,23235,666
elife,7.616,Immediately open access,NA,12138,665
elife,7.616,Immediately open access,NA,23022,663
elife,7.616,Immediately open access,NA,14001,662
elife,7.616,Immediately open access,NA,16093,658
elife,7.616,Immediately open access,NA,7312,658
elife,7.616,Immediately open access,NA,11170,654
elife,7.616,Immediately open access,NA,27459,649
elife,7.616,Immediately open access,NA,15217,647
elife,7.616,Immediately open access,NA,15960,646
elife,7.616,Immediately open access,NA,14861,643
elife,7.616,Immediately open access,NA,589,641
elife,7.616,Immediately open access,NA,11042,636
elife,7.616,Immediately open access,NA,11082,636
elife,7.616,Immediately open access,NA,23802,630
elife,7.616,Immediately open access,NA,14740,628
elife,7.616,Immediately open access,NA,23755,627
elife,7.616,Immediately open access,NA,24976,617
elife,7.616,Immediately open access,NA,15416,617
elife,7.616,Immediately open access,NA,6693,615
elife,7.616,Immediately open access,NA,11372,612
elife,7.616,Immediately open access,NA,23046,610
elife,7.616,Immediately open access,NA,22442,609
elife,7.616,Immediately open access,NA,14400,608
elife,7.616,Immediately open access,NA,27311,608
elife,7.616,Immediately open access,NA,15766,607
elife,7.616,Immediately open access,NA,23231,604
elife,7.616,Immediately open access,NA,14478,603
elife,7.616,Immediately open access,NA,16558,602
elife,7.616,Immediately open access,NA,29856,601
elife,7.616,Immediately open access,NA,16308,601
elife,7.616,Immediately open access,NA,10366,600
elife,7.616,Immediately open access,NA,8559,599
elife,7.616,Immediately open access,NA,16278,597
elife,7.616,Immediately open access,NA,427,595
elife,7.616,Immediately open access,NA,7749,595
elife,7.616,Immediately open access,NA,16704,591
elife,7.616,Immediately open access,NA,2711,589
elife,7.616,Immediately open access,NA,23573,588
elife,7.616,Immediately open access,NA,13023,587
elife,7.616,Immediately open access,NA,16555,586
elife,7.616,Immediately open access,NA,31038,586
elife,7.616,Immediately open access,NA,11209,585
elife,7.616,Immediately open access,NA,16144,582
elife,7.616,Immediately open access,NA,16519,581
elife,7.616,Immediately open access,NA,13353,579
elife,7.616,Immediately open access,NA,30349,579
elife,7.616,Immediately open access,NA,15615,577
elife,7.616,Immediately open access,NA,16590,576
elife,7.616,Immediately open access,NA,24696,576
elife,7.616,Immediately open access,NA,15708,575
elife,7.616,Immediately open access,NA,25684,573
elife,7.616,Immediately open access,NA,13806,572
elife,7.616,Immediately open access,NA,14602,572
elife,7.616,Immediately open access,NA,15908,566
elife,7.616,Immediately open access,NA,23924,565
elife,7.616,Immediately open access,NA,11747,563
elife,7.616,Immediately open access,NA,23952,559
elife,7.616,Immediately open access,NA,13672,559
elife,7.616,Immediately open access,NA,22403,555
elife,7.616,Immediately open access,NA,12973,551
elife,7.616,Immediately open access,NA,7753,548
elife,7.616,Immediately open access,NA,30946,546
elife,7.616,Immediately open access,NA,11370,546
elife,7.616,Immediately open access,NA,23983,546
elife,7.616,Immediately open access,NA,11259,542
elife,7.616,Immediately open access,NA,27308,541
elife,7.616,Immediately open access,NA,9002,539
elife,7.616,Immediately open access,NA,22950,539
elife,7.616,Immediately open access,NA,22844,539
elife,7.616,Immediately open access,NA,23137,538
elife,7.616,Immediately open access,NA,6629,537
elife,7.616,Immediately open access,NA,18984,534
elife,7.616,Immediately open access,NA,18056,533
elife,7.616,Immediately open access,NA,15015,533
elife,7.616,Immediately open access,NA,23232,532
elife,7.616,Immediately open access,NA,30419,528
elife,7.616,Immediately open access,NA,9449,526
elife,7.616,Immediately open access,NA,15557,525
elife,7.616,Immediately open access,NA,6081,525
elife,7.616,Immediately open access,NA,7030,524
elife,7.616,Immediately open access,NA,8767,522
elife,7.616,Immediately open access,NA,29845,522
elife,7.616,Immediately open access,NA,26578,520
elife,7.616,Immediately open access,NA,9292,519
elife,7.616,Immediately open access,NA,12590,518
elife,7.616,Immediately open access,NA,24032,518
elife,7.616,Immediately open access,NA,6437,516
elife,7.616,Immediately open access,NA,27448,514
elife,7.616,Immediately open access,NA,25089,514
elife,7.616,Immediately open access,NA,15443,511
elife,7.616,Immediately open access,NA,6349,511
elife,7.616,Immediately open access,NA,27464,511
elife,7.616,Immediately open access,NA,29775,508
elife,7.616,Immediately open access,NA,8611,505
elife,7.616,Immediately open access,NA,14817,504
elife,7.616,Immediately open access,NA,8080,503
elife,7.616,Immediately open access,NA,19229,502
elife,7.616,Immediately open access,NA,29532,502
elife,7.616,Immediately open access,NA,26178,501
elife,7.616,Immediately open access,NA,29546,501
elife,7.616,Immediately open access,NA,30991,499
elife,7.616,Immediately open access,NA,9874,498
elife,7.616,Immediately open access,NA,22944,497
elife,7.616,Immediately open access,NA,30588,495
elife,7.616,Immediately open access,NA,25614,493
elife,7.616,Immediately open access,NA,15705,493
elife,7.616,Immediately open access,NA,21510,489
elife,7.616,Immediately open access,NA,1260,488
elife,7.616,Immediately open access,NA,16226,487
elife,7.616,Immediately open access,NA,15644,487
elife,7.616,Immediately open access,NA,28102,486
elife,7.616,Immediately open access,NA,23677,485
elife,7.616,Immediately open access,NA,15144,483
elife,7.616,Immediately open access,NA,6398,478
elife,7.616,Immediately open access,NA,9940,477
elife,7.616,Immediately open access,NA,14907,476
elife,7.616,Immediately open access,NA,28176,476
elife,7.616,Immediately open access,NA,21870,473
elife,7.616,Immediately open access,NA,15667,473
elife,7.616,Immediately open access,NA,23175,472
elife,7.616,Immediately open access,NA,25203,471
elife,7.616,Immediately open access,NA,22863,469
elife,7.616,Immediately open access,NA,30010,468
elife,7.616,Immediately open access,NA,31151,465
elife,7.616,Immediately open access,NA,22895,462
elife,7.616,Immediately open access,NA,25988,461
elife,7.616,Immediately open access,NA,6133,461
elife,7.616,Immediately open access,NA,24003,459
elife,7.616,Immediately open access,NA,23560,459
elife,7.616,Immediately open access,NA,17622,455
elife,7.616,Immediately open access,NA,27926,455
elife,7.616,Immediately open access,NA,22851,453
elife,7.616,Immediately open access,NA,30828,452
elife,7.616,Immediately open access,NA,22756,450
elife,7.616,Immediately open access,NA,21426,449
elife,7.616,Immediately open access,NA,472,448
elife,7.616,Immediately open access,NA,30813,447
elife,7.616,Immediately open access,NA,25746,447
elife,7.616,Immediately open access,NA,15490,445
elife,7.616,Immediately open access,NA,13635,445
elife,7.616,Immediately open access,NA,16057,444
elife,7.616,Immediately open access,NA,11378,443
elife,7.616,Immediately open access,NA,6755,437
elife,7.616,Immediately open access,NA,27391,436
elife,7.616,Immediately open access,NA,16485,434
elife,7.616,Immediately open access,NA,23138,433
elife,7.616,Immediately open access,NA,23140,432
elife,7.616,Immediately open access,NA,28274,432
elife,7.616,Immediately open access,NA,23453,428
elife,7.616,Immediately open access,NA,22804,428
elife,7.616,Immediately open access,NA,15841,427
elife,7.616,Immediately open access,NA,11458,427
elife,7.616,Immediately open access,NA,38789,426
elife,7.616,Immediately open access,NA,24115,426
elife,7.616,Immediately open access,NA,23678,425
elife,7.616,Immediately open access,NA,12596,424
elife,7.616,Immediately open access,NA,38567,423
elife,7.616,Immediately open access,NA,7959,423
elife,7.616,Immediately open access,NA,27245,423
elife,7.616,Immediately open access,NA,9018,422
elife,7.616,Immediately open access,NA,14304,422
elife,7.616,Immediately open access,NA,22488,421
elife,7.616,Immediately open access,NA,23602,421
elife,7.616,Immediately open access,NA,16629,420
elife,7.616,Immediately open access,NA,25633,418
elife,7.616,Immediately open access,NA,11485,416
elife,7.616,Immediately open access,NA,11437,415
elife,7.616,Immediately open access,NA,15927,414
elife,7.616,Immediately open access,NA,11023,413
elife,7.616,Immediately open access,NA,11386,412
elife,7.616,Immediately open access,NA,22742,411
elife,7.616,Immediately open access,NA,22444,411
elife,7.616,Immediately open access,NA,14519,410
elife,7.616,Immediately open access,NA,16545,410
elife,7.616,Immediately open access,NA,29921,409
elife,7.616,Immediately open access,NA,26410,409
elife,7.616,Immediately open access,NA,15487,402
elife,7.616,Immediately open access,NA,22993,402
elife,7.616,Immediately open access,NA,26146,399
elife,7.616,Immediately open access,NA,22939,395
elife,7.616,Immediately open access,NA,30591,394
elife,7.616,Immediately open access,NA,11468,394
elife,7.616,Immediately open access,NA,14919,394
elife,7.616,Immediately open access,NA,15941,393
elife,7.616,Immediately open access,NA,16391,393
elife,7.616,Immediately open access,NA,14810,391
elife,7.616,Immediately open access,NA,24092,391
elife,7.616,Immediately open access,NA,30443,391
elife,7.616,Immediately open access,NA,23882,390
elife,7.616,Immediately open access,NA,11507,389
elife,7.616,Immediately open access,NA,10328,386
elife,7.616,Immediately open access,NA,30819,386
elife,7.616,Immediately open access,NA,15331,385
elife,7.616,Immediately open access,NA,1555,383
elife,7.616,Immediately open access,NA,6038,382
elife,7.616,Immediately open access,NA,21894,382
elife,7.616,Immediately open access,NA,14920,382
elife,7.616,Immediately open access,NA,14848,382
elife,7.616,Immediately open access,NA,13960,381
elife,7.616,Immediately open access,NA,22917,381
elife,7.616,Immediately open access,NA,24029,380
elife,7.616,Immediately open access,NA,22521,380
elife,7.616,Immediately open access,NA,22940,379
elife,7.616,Immediately open access,NA,11470,379
elife,7.616,Immediately open access,NA,24089,377
elife,7.616,Immediately open access,NA,23723,377
elife,7.616,Immediately open access,NA,13274,376
elife,7.616,Immediately open access,NA,15009,373
elife,7.616,Immediately open access,NA,27126,373
elife,7.616,Immediately open access,NA,14256,373
elife,7.616,Immediately open access,NA,15945,369
elife,7.616,Immediately open access,NA,21639,369
elife,7.616,Immediately open access,NA,14227,369
elife,7.616,Immediately open access,NA,16240,367
elife,7.616,Immediately open access,NA,12720,364
elife,7.616,Immediately open access,NA,2904,361
elife,7.616,Immediately open access,NA,14927,358
elife,7.616,Immediately open access,NA,13829,355
elife,7.616,Immediately open access,NA,13402,355
elife,7.616,Immediately open access,NA,14199,354
elife,7.616,Immediately open access,NA,22225,353
elife,7.616,Immediately open access,NA,15962,352
elife,7.616,Immediately open access,NA,27125,352
elife,7.616,Immediately open access,NA,16425,351
elife,7.616,Immediately open access,NA,14771,350
elife,7.616,Immediately open access,NA,25028,350
elife,7.616,Immediately open access,NA,14104,349
elife,7.616,Immediately open access,NA,13883,349
elife,7.616,Immediately open access,NA,22552,348
elife,7.616,Immediately open access,NA,13235,346
elife,7.616,Immediately open access,NA,21645,343
elife,7.616,Immediately open access,NA,28284,342
elife,7.616,Immediately open access,NA,28947,342
elife,7.616,Immediately open access,NA,30729,341
elife,7.616,Immediately open access,NA,1577,341
elife,7.616,Immediately open access,NA,30416,340
elife,7.616,Immediately open access,NA,7552,339
elife,7.616,Immediately open access,NA,15450,338
elife,7.616,Immediately open access,NA,16315,337
elife,7.616,Immediately open access,NA,11171,337
elife,7.616,Immediately open access,NA,10999,335
elife,7.616,Immediately open access,NA,23899,333
elife,7.616,Immediately open access,NA,29591,331
elife,7.616,Immediately open access,NA,23837,331
elife,7.616,Immediately open access,NA,23551,330
elife,7.616,Immediately open access,NA,11376,328
elife,7.616,Immediately open access,NA,27379,328
elife,7.616,Immediately open access,NA,13014,328
elife,7.616,Immediately open access,NA,11383,327
elife,7.616,Immediately open access,NA,13280,326
elife,7.616,Immediately open access,NA,6895,325
elife,7.616,Immediately open access,NA,22078,324
elife,7.616,Immediately open access,NA,30291,323
elife,7.616,Immediately open access,NA,23930,323
elife,7.616,Immediately open access,NA,22827,322
elife,7.616,Immediately open access,NA,11336,320
elife,7.616,Immediately open access,NA,30711,319
elife,7.616,Immediately open access,NA,16521,318
elife,7.616,Immediately open access,NA,22986,318
elife,7.616,Immediately open access,NA,22542,315
elife,7.616,Immediately open access,NA,11381,309
elife,7.616,Immediately open access,NA,23948,309
elife,7.616,Immediately open access,NA,14859,308
elife,7.616,Immediately open access,NA,14852,307
elife,7.616,Immediately open access,NA,12544,306
elife,7.616,Immediately open access,NA,22445,306
elife,7.616,Immediately open access,NA,11389,305
elife,7.616,Immediately open access,NA,17487,304
elife,7.616,Immediately open access,NA,14915,303
elife,7.616,Immediately open access,NA,30628,302
elife,7.616,Immediately open access,NA,30523,302
elife,7.616,Immediately open access,NA,24035,300
elife,7.616,Immediately open access,NA,30877,300
elife,7.616,Immediately open access,NA,16068,297
elife,7.616,Immediately open access,NA,15636,295
elife,7.616,Immediately open access,NA,14023,295
elife,7.616,Immediately open access,NA,27938,294
elife,7.616,Immediately open access,NA,17619,294
elife,7.616,Immediately open access,NA,22831,293
elife,7.616,Immediately open access,NA,13419,293
elife,7.616,Immediately open access,NA,13870,292
elife,7.616,Immediately open access,NA,22718,291
elife,7.616,Immediately open access,NA,15631,290
elife,7.616,Immediately open access,NA,30660,290
elife,7.616,Immediately open access,NA,9877,289
elife,7.616,Immediately open access,NA,23788,289
elife,7.616,Immediately open access,NA,11275,289
elife,7.616,Immediately open access,NA,26713,287
elife,7.616,Immediately open access,NA,10929,287
elife,7.616,Immediately open access,NA,15692,287
elife,7.616,Immediately open access,NA,10932,286
elife,7.616,Immediately open access,NA,15306,286
elife,7.616,Immediately open access,NA,15132,286
elife,7.616,Immediately open access,NA,30861,284
elife,7.616,Immediately open access,NA,9095,284
elife,7.616,Immediately open access,NA,15805,283
elife,7.616,Immediately open access,NA,13961,283
elife,7.616,Immediately open access,NA,15600,282
elife,7.616,Immediately open access,NA,26965,282
elife,7.616,Immediately open access,NA,20844,281
elife,7.616,Immediately open access,NA,12651,280
elife,7.616,Immediately open access,NA,4204,280
elife,7.616,Immediately open access,NA,30835,278
elife,7.616,Immediately open access,NA,23063,278
elife,7.616,Immediately open access,NA,11327,277
elife,7.616,Immediately open access,NA,14686,277
elife,7.616,Immediately open access,NA,17062,276
elife,7.616,Immediately open access,NA,25774,275
elife,7.616,Immediately open access,NA,17491,275
elife,7.616,Immediately open access,NA,30497,274
elife,7.616,Immediately open access,NA,7700,272
elife,7.616,Immediately open access,NA,1857,272
elife,7.616,Immediately open access,NA,13903,271
elife,7.616,Immediately open access,NA,30716,270
elife,7.616,Immediately open access,NA,23785,270
elife,7.616,Immediately open access,NA,9453,270
elife,7.616,Immediately open access,NA,27825,269
elife,7.616,Immediately open access,NA,15776,268
elife,7.616,Immediately open access,NA,9458,268
elife,7.616,Immediately open access,NA,642,267
elife,7.616,Immediately open access,NA,11201,267
elife,7.616,Immediately open access,NA,15096,267
elife,7.616,Immediately open access,NA,23824,265
elife,7.616,Immediately open access,NA,1332,264
elife,7.616,Immediately open access,NA,22685,264
elife,7.616,Immediately open access,NA,22979,264
elife,7.616,Immediately open access,NA,20393,264
elife,7.616,Immediately open access,NA,23938,263
elife,7.616,Immediately open access,NA,17476,262
elife,7.616,Immediately open access,NA,12505,261
elife,7.616,Immediately open access,NA,17405,261
elife,7.616,Immediately open access,NA,14283,259
elife,7.616,Immediately open access,NA,12139,259
elife,7.616,Immediately open access,NA,22363,259
elife,7.616,Immediately open access,NA,9208,259
elife,7.616,Immediately open access,NA,23522,258
elife,7.616,Immediately open access,NA,22883,256
elife,7.616,Immediately open access,NA,19571,255
elife,7.616,Immediately open access,NA,11228,254
elife,7.616,Immediately open access,NA,35636,253
elife,7.616,Immediately open access,NA,27430,253
elife,7.616,Immediately open access,NA,30422,252
elife,7.616,Immediately open access,NA,25419,252
elife,7.616,Immediately open access,NA,3871,252
elife,7.616,Immediately open access,NA,22707,251
elife,7.616,Immediately open access,NA,17228,251
elife,7.616,Immediately open access,NA,9875,250
elife,7.616,Immediately open access,NA,11904,249
elife,7.616,Immediately open access,NA,11118,248
elife,7.616,Immediately open access,NA,11079,248
elife,7.616,Immediately open access,NA,15389,246
elife,7.616,Immediately open access,NA,15654,245
elife,7.616,Immediately open access,NA,15270,245
elife,7.616,Immediately open access,NA,11140,245
elife,7.616,Immediately open access,NA,9629,242
elife,7.616,Immediately open access,NA,1506,242
elife,7.616,Immediately open access,NA,11234,241
elife,7.616,Immediately open access,NA,11277,240
elife,7.616,Immediately open access,NA,27293,240
elife,7.616,Immediately open access,NA,24163,239
elife,7.616,Immediately open access,NA,11577,237
elife,7.616,Immediately open access,NA,11078,237
elife,7.616,Immediately open access,NA,17341,235
elife,7.616,Immediately open access,NA,22663,235
elife,7.616,Immediately open access,NA,14784,234
elife,7.616,Immediately open access,NA,27922,234
elife,7.616,Immediately open access,NA,23888,232
elife,7.616,Immediately open access,NA,15570,232
elife,7.616,Immediately open access,NA,11065,231
elife,7.616,Immediately open access,NA,15028,230
elife,7.616,Immediately open access,NA,26905,230
elife,7.616,Immediately open access,NA,30252,230
elife,7.616,Immediately open access,NA,11091,230
elife,7.616,Immediately open access,NA,11614,228
elife,7.616,Immediately open access,NA,29567,228
elife,7.616,Immediately open access,NA,30731,227
elife,7.616,Immediately open access,NA,6238,227
elife,7.616,Immediately open access,NA,23384,226
elife,7.616,Immediately open access,NA,21248,225
elife,7.616,Immediately open access,NA,23795,225
elife,7.616,Immediately open access,NA,19904,225
elife,7.616,Immediately open access,NA,30743,224
elife,7.616,Immediately open access,NA,1545,224
elife,7.616,Immediately open access,NA,11235,223
elife,7.616,Immediately open access,NA,11850,222
elife,7.616,Immediately open access,NA,22951,222
elife,7.616,Immediately open access,NA,1306,221
elife,7.616,Immediately open access,NA,15378,220
elife,7.616,Immediately open access,NA,13350,220
elife,7.616,Immediately open access,NA,19879,219
elife,7.616,Immediately open access,NA,24580,219
elife,7.616,Immediately open access,NA,23713,219
elife,7.616,Immediately open access,NA,17186,218
elife,7.616,Immediately open access,NA,15281,218
elife,7.616,Immediately open access,NA,13811,217
elife,7.616,Immediately open access,NA,14335,216
elife,7.616,Immediately open access,NA,22587,216
elife,7.616,Immediately open access,NA,6393,212
elife,7.616,Immediately open access,NA,22694,211
elife,7.616,Immediately open access,NA,14003,210
elife,7.616,Immediately open access,NA,15906,210
elife,7.616,Immediately open access,NA,30640,210
elife,7.616,Immediately open access,NA,26734,208
elife,7.616,Immediately open access,NA,23933,208
elife,7.616,Immediately open access,NA,7419,207
elife,7.616,Immediately open access,NA,12391,207
elife,7.616,Immediately open access,NA,4133,205
elife,7.616,Immediately open access,NA,30973,205
elife,7.616,Immediately open access,NA,30479,205
elife,7.616,Immediately open access,NA,30478,204
elife,7.616,Immediately open access,NA,23135,204
elife,7.616,Immediately open access,NA,22597,204
elife,7.616,Immediately open access,NA,13731,204
elife,7.616,Immediately open access,NA,17534,204
elife,7.616,Immediately open access,NA,26697,203
elife,7.616,Immediately open access,NA,13349,202
elife,7.616,Immediately open access,NA,22181,201
elife,7.616,Immediately open access,NA,11362,201
elife,7.616,Immediately open access,NA,22390,197
elife,7.616,Immediately open access,NA,23771,197
elife,7.616,Immediately open access,NA,16133,196
elife,7.616,Immediately open access,NA,23516,196
elife,7.616,Immediately open access,NA,22355,195
elife,7.616,Immediately open access,NA,23490,195
elife,7.616,Immediately open access,NA,15375,195
